code,service_term,level
LH-0600.3000-300,Hearing Aids,5
LH-0600.5000,Mobility Aids,4
LH-0600.5000-100,Blind Mobility Aids,5
LH-0600.5000-130,Bus Destination Placards,5
LH-0600.5000-150,Bus Hailing Kits,5
LH-0600.5000-180,Electric Scooters,5
LH-0600.5000-800,Standing Aids,5
LH-0600.5000-850,Transfer Devices,5
LH-0600.5000-950,Walking Aids,5
LH-0600.5000-970,Wheelchairs/Wheeled Mobility,5
LH-0600.5000-970.10,Beach Wheelchairs,6
LH-0600.5000-970.50,Manual Wheelchairs,6
LH-0600.5000-970.60,Powered Wheelchairs,6
LH-0600.5000-970.80,Sports Wheelchairs,6
LH-0600.6500,Prosthetics/Orthotics/Seating,4
LH-0600.6500-150,Correctional Shoes,5
LH-0600.6500-200,Functional Electrical Stimulation,5
LH-0600.6500-650,Orthopedic/Orthotic Devices,5
LH-0600.6500-700,Prosthetic Devices,5
LH-0600.6500-800,Seating/Positioning Aids,5
LH-0600.6500-950,Wigs,5
LH-0600.7000,Recreational Aids,4
LH-0600.7000-030,Adapted Arts and Crafts Materials,5
LH-0600.7000-040,Adapted Cycling Equipment,5
LH-0600.7000-050,Adapted Exercise Equipment,5
LH-0600.7000-060,Adapted Musical Instruments,5
LH-0600.7000-070,Adapted Photographic Equipment,5
LH-0600.7000-080,Adapted Toys,5
LH-0600.7000-800,Sports/Leisure Aids,5
LH-0600.8180,Specialized Telecommunications Equipment,4
LH-0600.8200,Speech Aids,4
LH-0600.8200-050,Artificial Speech/Augmentative Communication Aids,5
LH-0600.8200-650,Oral Speech Aids,5
LH-0600.8500,Tens Units,4
LH-0600.9000,Visual/Reading Aids,4
LH-0600.9000-100,Braille and Tactile Aids,5
LH-0600.9000-180,Descriptive Video Services,5
LH-0600.9000-250,Glasses/Contact Lenses,5
LH-0600.9000-450,Low Vision Aids,5
LH-0600.9000-900,Voice/Audio Output Aids,5
LH-0650,Assistive Technology Equipment Provision Options,3
LH-0650.0100,Assistive Technology Equipment Custom Design/Fabrication,4
LH-0650.0125,Assistive Technology Equipment Expense Assistance,4
LH-0650.0125-015,Assistive Technology Equipment Acquisition Assistance,5
LH-0650.0125-080,Assistive Technology Support Services Expense Assistance,5
LH-0650.0150,Assistive Technology Equipment Extended Warranties,4
LH-0650.0250,Assistive Technology Equipment Loan,4
LH-0650.0300,Assistive Technology Equipment Rental,4
LH-0650.0325,Assistive Technology Equipment Repair,4
LH-0650.0350,Assistive Technology Equipment Listing Services,4
LH-0650.0500,Assistive Technology Equipment Sales,4
LH-0650.0700,Assistive Technology Expense Assistance,4
LH-0650.0700-015,Assistive Technology Equipment Acquisition Assistance,5
LH-0650.0700-080,Assistive Technology Support Services Expense Assistance,5
LH-0650.1500,Commercial Assistive Technology Equipment Fit/Modification,4
LH-2600,Health Care Referrals,3
LH-2600.0300,Alternative Medicine Referrals,4
LH-2600.1700,Dental Care Referrals,4
LH-2600.1700-170,Dentist Referrals,5
LH-2600.1700-700,Referral to Dental Practitioners Accepting Medicaid,5
LH-2600.1700-725,Referral to Dental Practitioners Donating Their Services,5
LH-2600.1740,Dietitian/Nutritionist Referrals,4
LH-2600.2000,Eye Care Referrals,4
LH-2600.2000-600,Ophthalmology Referrals,5
LH-2600.2000-650,Optometric Referrals,5
LH-2600.2900,Hearing Aid Referrals,4
LH-2600.3000,Hospice Care Referrals,4
LH-2600.5000,Midwifery Referrals,4
LH-2600.6000,Nursing Facility Referrals,4
LH-2600.6050,Nursing Registries,4
LH-2600.6400,Pharmacy Referrals,4
LH-2600.6500,Physician Referrals,4
LH-2600.6500-500,Physician Referral Services,5
LH-2600.6500-600,Referral to CIS Designated Civil Surgeons,5
LH-2600.6500-700,Referral to Physicians Accepting Medicaid,5
LH-2600.6500-730,Referral to Physicians Accepting Medicare,5
LH-2600.6500-750,Referral to Physicians Donating Their Services,5
LH-2600.6500-820,Referral to Visiting Physicians,5
LH-2600.7000,Rehabilitation/Habilitative Medicine Referrals,4
LH-2700,Health Education,3
LH-2700.0150,AIDS/HIV Prevention Counseling,4
LH-2700.0350,Appearance Enhancement Consultation Programs,4
LH-2700.0500,Assistive Technology Information,4
LH-2700.0500-030,Assistive Technology Product Demonstration Centers,5
LH-2700.0500-040,Assistive Technology Product Descriptions,5
LH-2700.0500-050,Assistive Technology Product Evaluation,5
LH-2700.0600,Assistive Technology Training,4
LH-2700.1000,Breast Self Examination Instruction,4
LH-2700.1500,Chemicals Information,4
LH-2700.1540,Chronic Disease Self Management Programs,4
LH-2700.1700,Disease/Disability Information,4
LH-2700.2000,First Aid Instruction,4
LH-2700.2000-050,Automated External Defibrillator Training,5
LH-2700.2000-120,Choke Saver Courses/Choking Prevention,5
LH-2700.2000-150,CPR Instruction,5
LH-2700.2000-250,General First Aid Instruction,5
LH-2700.2000-330,Infant/Child CPR Instruction,5
LH-2700.2000-950,Wilderness First Aid Instruction,5
LH-2700.2500,General Health Education Programs,4
LH-2700.2800,Health and Residential Facility Evaluation Information,4
LH-2700.2850,Health Treatment Options Information,4
LH-2700.2850-050,Alternative Medicine Information,5
LH-2700.2850-150,Conventional Medicine Information,5
LH-2700.2850-330,Integrative Medicine Information,5
LH-2700.2900,Health Fairs,4
LH-2700.2925,Health Literacy Programs,4
LH-2700.2950,Hospital Orientation Programs/Tours,4
LH-2700.3000,Hygiene,4
LH-2700.4750,Medically Oriented Books and Playthings,4
LH-2700.4960,Medication Adherence Programs,4
LH-2700.5000,Medication Information/Management,4
LH-2700.5000-450,Medication Consultation Programs,5
LH-2700.5000-500,Medication Information,5
LH-2700.6000,Nutrition Education,4
LH-2700.6000-170,Dietary Services,5
LH-2700.6000-300,Healthy Eating Programs,5
LH-2700.6350,Oral Health Education/Information,4
LH-2700.6400,Organ/Tissue Transplant Education Programs,4
LH-2700.6450,Physical Activity and Fitness Education/Promotion,4
LH-2700.6500,Poison Control,4
LH-2700.6550,Post Exposure Prophylaxis Information,4
LH-2700.8500,Testicular Self Examination Instruction,4
LH-2700.9000,Vaccine Information,4
LH-2700.9500,Wellness Programs,4
LH-2700.9500-100,Community Wellness Programs,5
LH-2700.9500-950,Workplace Wellness Programs,5
LH-3000,Health Insurance/Dental Coverage,3
LH-3000.0200,Affordable Care Act Qualified Health Plans,4
LH-3000.1700,Dental Insurance,4
LH-3000.3000,Hazardous Occupation Benefits,4
LH-3000.3050,Health Insurance Marketplaces,4
LH-3000.3100,Health Maintenance Organizations,4
LH-3000.3100-800,Social Health Maintenance Organizations,5
LH-3000.3150,High Risk Health Insurance Pools,4
LH-3000.3200,Hill Burton Facilities,4
LH-3000.4500,Long Term Care Insurance,4
LH-3000.4500-600,Partnership Qualified Long Term Care Insurance,5
LH-3000.4500-850,Traditional Long Term Care Insurance,5
LH-3000.5000,Medicare Insurance Supplements,4
LH-3000.6450,Pre-Existing Condition Insurance Plan,4
LH-3000.6500,Preferred Provider Organizations,4
LH-3000.6600,Private Disability Insurance,4
LH-3000.6650,Private Health Insurance,4
LH-3000.9000,Vision Insurance,4
LH-3500,Health Insurance Information/Counseling,3
LH-3500.0200,Affordable Care Act Insurance Information/Counseling,4
LH-3500.0200-020,ACA Registered Agents and Brokers,5
LH-3500.0200-140,Certified Application Counselor Programs,5
LH-3500.0200-200,Federal Health Insurance Marketplace Call Center/Website,5
LH-3500.0200-330,In Person Assister Programs,5
LH-3500.0200-600,Navigator Programs,5
LH-3500.0200-800,Small Business Health Options Programs,5
LH-3500.0200-830,State Health Insurance Marketplace Call Centers/Websites,5
LH-3500.2500,General Health Insurance Information/Counseling,4
LH-3500.4500,Long Term Care Insurance Information/Counseling,4
LH-3500.4800,Managed Health Care Information,4
LH-3500.4900,Medicaid Information/Counseling,4
LH-3500.5000,Medicare Information/Counseling,4
LH-3500.8000,State/Local Health Insurance Information/Counseling,4
LH-4000,Home and Asset Protection,3
LH-4000.0500,Accelerated Death Benefits,4
LH-4000.5000,Medicaid Planning,4
LH-4000.6500,Preservation of Assets Assistance,4
LH-4000.7000,Reverse Mortgage Programs,4
LH-4000.8500,Transplant/Medical Treatment Fundraising Assistance,4
LH-4000.9000,Viatical Settlements,4
LH-4600,Long Term Care Options Counseling,3
LH-5000,Medical Equipment/Supplies,3
LH-5000.0500,Adapted Health Care Devices,4
LH-5000.0600,AIDS/HIV/STD Prevention Supplies,4
LH-5000.1550,Compression Garments,4
LH-5000.1570,Cushioning/Support Devices,4
LH-5000.1900,Eye Patches,4
LH-5000.2000,First Aid Kits,4
LH-5000.2500,General Medical Equipment Provision,4
LH-5000.3000,Hernia Supports,4
LH-5000.3200,Hospital Beds,4
LH-5000.3300,Incontinence Supplies,4
LH-5000.3400,Insulin Injection Supplies,4
LH-5000.5000,Medical Dressing,4
LH-5000.5100,Monitoring Equipment,4
LH-5000.5100-050,Apnea Monitors,5
LH-5000.5100-100,Blood Pressure Monitors,5
LH-5000.5100-300,Heart Monitors,5
LH-5000.5100-350,Home Glucose Monitoring Systems,5
LH-5000.6000,Nebulizers,4
LH-5000.6100,Needle Exchange/Distribution Programs,4
LH-5000.6200,Occasional Medical Equipment/Supplies,4
LH-5000.6300,Opiate Antidote Distribution Programs,4
LH-5000.6450,Ostomy Supplies,4
LH-5000.6600,Physical/Occupational Therapy Aids,4
LH-5000.6700,Pressure Reduction Mattresses/Beds,4
LH-5000.7250,Respiratory Aids,4
LH-5000.7250-050,Air Purifiers,5
LH-5000.7250-150,CPAP Machines,5
LH-5000.7250-300,Humidifiers,5
LH-5000.7250-600,Oxygen,5
LH-5000.7250-650,Oxygen Concentrators,5
LH-5000.7250-660,Oxygen System Accessories,5
LH-5000.7250-680,Portable Volume Ventilators,5
LH-5000.7350,Resuscitation Equipment,4
LH-5000.7900,Shower/Bath Seats,4
LH-5000.8500,Toileting Aids,4
LH-5100,Medical Expense Assistance,3
LH-5100.1700,Dental Care Expense Assistance,4
LH-5100.1750,Eye Care Expense Assistance,4
LH-5100.3000,Health Insurance Premium Assistance,4
LH-5100.3300,Incidental Medical Expense Assistance,4
LH-5100.5000,Medical Care Expense Assistance,4
LH-5100.5050,Medical Equipment Expense Assistance,4
LH-5100.6500,Prescription Expense Assistance,4
LH-6300,Patient/Family Support Services,3
LH-6300.0230,Adolescent Health Transition Programs,4
LH-6300.2400,Health Care Discount Enrollment Programs,4
LH-6300.3650,Health Related Temporary Housing,4
LH-6300.3650-020,Adult Vacation/Respite Facilities,5
LH-6300.3650-400,Lead Safe Homes,5
LH-6300.3650-600,Patient/Family Housing,5
LH-6300.3650-620,Pediatric Vacation/Respite Facilities,5
LH-6300.4140,Hospital Admissions Departments,4
LH-6300.4150,Hospital Based Patient Advocate Offices,4
LH-6300.4200,Hospital Sitter Services,4
LH-6300.5400,Medical Escort Services,4
LH-6300.5500,Medical Social Work,4
LH-6300.5600,Mercy Transportation,4
LH-6300.6400,Pastoral Care,4
LH-6300.6450,Patient Financial Services Offices,4
LH-6300.6500,Patient/Family Morale Boosting Programs,4
LH-6300.6550,Personal Health Care Advocate Services,4
LH-6300.8000,Senior Hospital Membership Programs,4
LH-6300.9500,Wish Foundations,4
LH-6600,Pharmacies,3
LH-6600.1500,Compounding Pharmacies,4
LH-6600.2000,Foreign Pharmacies,4
LH-6600.2500,General Pharmacies,4
LH-6600.3300,Internet Pharmacies,4
LH-6600.5000,Mail Order Pharmacies,4
LH-6600.6500,Pharmacies that Deliver,4
LH-6600.7000,Retail Pharmacies,4
LH-6600.8500,Twenty Four Hour Pharmacies,4
LH-6700,Prescription Medication Services,3
LH-6700.1800,Drug Repository Prescription Assistance Programs,4
LH-6700.6250,Prescription Drug Discount Cards,4
LH-6700.6270,Prescription Drug Information Clearinghouses,4
LH-6700.6300,Prescription Drug Patient Assistance Programs,4
LH-6700.6400,Prescription Drugs for Specific Health Conditions,4
LH-6700.6400-040,AIDS Drug Assistance Programs,5
LH-6700.6400-050,Antibiotics,5
LH-6700.6400-060,Antiviral Drugs,5
LH-6700.6400-285,HIV Post Exposure Prophylaxis Medication,5
LH-6700.6400-300,HIV Pre-Exposure Prophylaxis Medication,5
LH-6700.6400-330,Insulin,5
LH-6700.6400-600,Parasitic Disease Drug Service,5
LH-6700.6500,Prescription Medication Monitoring Systems,4
LH-6700.6500-500,Medication Dispensing Systems,5
LH-6700.6500-650,Prescription Medication Packaging Services,5
LH-9000,Vaccine Depots,3
LJ,Human Reproduction,2
LJ-2000,Family Planning,3
LJ-2000.0100,Abortion Services,4
LJ-2000.0100-020,Abortion Expense Assistance,5
LJ-2000.0100-030,Abortion Referrals,5
LJ-2000.0100-050,Abortions,5
LJ-2000.1000,Birth Control,4
LJ-2000.1000-100,Birth Control Counseling,5
LJ-2000.1000-150,Contraception,5
LJ-2000.1000-200,Emergency Contraception,5
LJ-2000.1000-600,Natural Family Planning,5
LJ-2000.1000-800,Sterilization,5
LJ-2000.1500,Conception Options Support Programs,4
LJ-2000.2500,Genetic Counseling,4
LJ-2000.3300,Infertility Services,4
LJ-2000.3300-050,Artificial Insemination,5
LJ-2000.3300-200,Embryo Adoption,5
LJ-2000.3300-230,Embryo Donation Programs,5
LJ-2000.3300-280,Gamete Intrafallopian Tube Transfer,5
LJ-2000.3300-330,In Vitro Fertilization,5
LJ-2000.3300-360,Infertility Diagnosis,5
LJ-2000.3300-380,Infertility Treatment,5
LJ-2000.3300-800,Surrogate Mothering,5
LJ-2000.6400,Pre-Abortion Counseling,4
LJ-2000.6500,Pregnancy Counseling,4
LJ-2000.6500-650,Pro-Choice Pregnancy Counseling,5
LJ-2000.6500-700,Pro-Life Pregnancy Counseling,5
LJ-2000.6750,Pregnancy Testing,4
LJ-2000.6750-150,Clinical Pregnancy Tests,5
LJ-2000.6750-300,Home Pregnancy Test Kits,5
LJ-2000.8500,Teen Family Planning Programs,4
LJ-2000.8600,Teratogenic Counseling,4
LJ-5000,Mother and Infant Care,3
LJ-5000.0050,Baby Wearing Support Programs,4
LJ-5000.0900,Breast Pumps,4
LJ-5000.1000,Breastfeeding Support Programs,4
LJ-5000.1500,Childbirth Education,4
LJ-5000.1500-070,Birth Orientation Programs,5
LJ-5000.1500-150,Cesarean Birthing Classes,5
LJ-5000.1500-180,Early Pregnancy Classes,5
LJ-5000.1500-650,Prepared Childbirth,5
LJ-5000.1500-800,Sibling Birth Preparation Programs,5
LJ-5000.1500-900,Vaginal Birth After Cesarean Classes,5
LJ-5000.1700,Delivery/Childbirth,4
LJ-5000.1700-050,Birthing Centers,5
LJ-5000.1700-300,Home Delivery,5
LJ-5000.1700-320,Hospital Delivery,5
LJ-5000.1700-450,LeBoyer Method,5
LJ-5000.1900,Doula Services,4
LJ-5000.5000,Maternity Homes,4
LJ-5000.5250,Midwifery,4
LJ-5000.6200,Neonatal Care,4
LJ-5000.6500,Postpartum Care,4
LJ-5000.6550,Post Pregnancy Shelter/Transitional Housing,4
LJ-5000.6570,Preconception Care,4
LJ-5000.6600,Prenatal Care,4
LJ-5000.8000,Safe Havens for Abandoned Newborns,4
LJ-8000,Sexuality/Reproductive Health Education,3
LJ-8000.2500,General Sexuality/Reproductive Health Education,4
LJ-8000.8000,Safer Sex Education,4
LJ-8000.8250,Sexual Abstinence Education Programs,4
LJ-8000.8500,Teen Pregnancy Prevention,4
LL,Inpatient Health Facilities,2
LL-3000,Hospitals,3
LL-3000.1450,Children's Hospitals,4
LL-3000.1500,City/County Hospitals,4
LL-3000.1600,Correctional Inpatient Treatment Facilities,4
LL-3000.1900,Extended Acute Care Hospitals,4
LL-3000.2500,General Acute Care Hospitals,4
LL-3000.3000,Indian Health Service Hospitals,4
LL-3000.5000,Medicaid Contract Hospitals,4
LL-3000.5300,Military Hospitals,4
LL-3000.7800,Specialty Hospitals,4
LL-3000.8000,State Hospitals,4
LL-3000.8200,Subacute Care Hospitals,4
LL-3000.8300,Swing Bed Care Facilities,4
LL-3000.8500,Teaching Hospitals,4
LL-3000.9000,Veterans Affairs Medical Centers,4
LL-6000,Nursing Facilities,3
LL-6000.1500,Christian Science Sanatoriums,4
LL-6000.3300,Intermediate Care Facilities,4
LL-6000.4500,Secured Nursing Facilities,4
LL-6000.8000,Skilled Nursing Facilities,4
LL-6000.8050,Special Care Inpatient Units,4
LL-6000.8100,Subacute Care Nursing Facilities,4
LM,Medical Laboratories,2
LN,Outpatient Health Facilities,2
LN-1500,Community Clinics,3
LN-1550,Contract Clinics,3
LN-2000,First Aid Stations,3
LN-3000,Hospital Based Outpatient Services,3
LN-3300,Indian Health Service Clinics,3
LN-3350,Itinerant Physician Services,3
LN-4900,Medicare Part B Providers,3
LN-5000,Mobile Health Care,3
LN-6000,Nurse Practitioner Clinics,3
LN-6500,Private Clinics,3
LN-6600,Private Health Care Practices,3
LN-6700,Public Clinics,3
LN-8000,Surgicenters,3
LN-8500,Urgent Care Centers,3
LN-9000,Veteran Outpatient Clinics,3
LN-9500,Women's Health Centers,3
LR,Rehabilitation/Habilitation Services,2
LR-0450,Autism Therapy,3
LR-0450.0500,Applied Behavioral Analysis,4
LR-0450.0550,Auditory Integration Training,4
LR-0450.2000,Floor Time,4
LR-0450.6500,PECS,4
LR-0450.6520,Pivotal Response Treatment,4
LR-0450.7000,Relationship Development Intervention,4
LR-0450.8100,Social Stories,4
LR-0450.8500,TEACCH,4
LR-1000,Braille Instruction,3
LR-1550,Centers for Independent Living,3
LR-1570,Condition Specific Rehabilitation Services,3
LR-1570.0500,Amputee Rehabilitation,4
LR-1570.1500,Cardiac Rehabilitation,4
LR-1570.2000,Brain Injury Rehabilitation,4
LR-1570.2500,Hand Rehabilitation,4
LR-1570.7000,Pulmonary Rehabilitation,4
LR-1570.7000-700,Respiratory Therapy,5
LR-1570.7000-860,Ventilator Care,5
LR-1570.7000-900,Ventilator Weaning,5
LR-1570.8400,Spinal Cord Rehabilitation,4
LR-1570.8450,Spine Rehabilitation,4
LR-1570.8500,Stroke Rehabilitation,4
LR-1580,Conductive Education,3
LR-1610,Day Rehabilitation,3
LR-1700,Early Intervention for Children With Disabilities/Delays,3
LR-3000,Health Resocialization,3
LR-3050,Hippotherapy,3
LR-3100,Home/Community Based Developmental Disabilities Programs,3
LR-3100.1750,Day Treatment for Adults With Developmental Disabilities,4
LR-3100.1800,Developmental Disabilities Day Habilitation Programs,4
LR-3100.1800-050,Adult Development Centers,5
LR-3100.1800-130,Developmental Disabilities Activity Centers,5
LR-3100.1800-160,Developmental Disabilities Behavior Management Programs,5
LR-3100.1800-190,Developmental Disabilities Social/Recreational Programs,5
LR-3100.3300,In Home Developmental Disabilities Habilitation Programs,4
LR-3200,Independent Living Skills Instruction,3
LR-4000,Inpatient Rehabilitation,3
LR-4200,Kinesiotherapy,3
LR-6200,Occupational Therapy,3
LR-6200.1800,Disability/Rehabilitation Related Occupational Therapy,4
LR-6200.2500,Geriatric Occupational Therapy,4
LR-6200.5000,Mental Health Occupational Therapy,4
LR-6200.6400,Occupational Therapy Evaluation,4
LR-6200.6500,Pediatric Occupational Therapy,4
LR-6200.6550,Physical Disabilities Occupational Therapy,4
LR-6200.8000,Sensory Integration Therapy,4
LR-6400,Orientation and Mobility Training,3
LR-6400.1500,Cane Skills Instruction,4
LR-6400.8000,Sighted Guide Skills Instruction,4
LR-6600,Physical Therapy,3
LR-6600.1500,Cryotherapy,4
LR-6600.1800,Electrical Stimulation,4
LR-6600.3000,Hydrotherapy,4
LR-6600.9000,Vestibular Rehabilitation Therapy,4
LR-7800,Self Help Instruction,3
LR-7940,Service Animal Purchase Assistance,3
LR-7950,Service Animals,3
LR-7950.0500,Autism Service Dogs,4
LR-7950.1700,Dog Guides,4
LR-7950.5000,Mobility Assistance Service Animals,4
LR-7950.5000-500,Mobility Assistance Service Dogs,5
LR-7950.5000-650,Primate Assistants,5
LR-7950.6500,Psychiatric Service Dogs,4
LR-7950.8050,Seizure Dogs,4
LR-7950.8200,Signal Dogs,4
LR-8000,Speech and Hearing,3
LR-8000.0500,Audiology,4
LR-8000.0500-030,Audiological Evaluations,5
LR-8000.0500-050,Auditory Training,5
LR-8000.0500-050.05,Auditory/Oral Training,6
LR-8000.0500-050.10,Auditory/Verbal Training,6
LR-8000.0500-150,Cued Speech Instruction,5
LR-8000.0500-200,Finger Spelling Instruction,5
LR-8000.0500-500,Manually Coded Language Instruction,5
LR-8000.0500-500.50,Manually Coded English Instruction,6
LR-8000.0500-700,Rochester Method,5
LR-8000.0500-800,Sign Language Instruction,5
LR-8000.0500-800.05,American Sign Language Instruction,6
LR-8000.0500-830,Speech Reading Instruction,5
LR-8000.0500-850,Total Communication Instruction,5
LR-8000.0500-900,Verbo-Tonal Instruction,5
LR-8000.8000,Speech and Language Pathology,4
LR-8000.8000-450,Language Therapy,5
LR-8000.8000-800,Speech and Language Evaluations,5
LR-8000.8000-820,Speech Therapy,5
LR-8400,Therapeutic Exercise,3
LR-8400.0400,Aquatic Therapy,4
LR-8400.2500,Facility Based Therapeutic Exercise,4
LR-8400.3000,Home Therapeutic Exercise Programs,4
LR-8500,Travel Training for Older Adults/People With Disabilities,3
LT,Specialized Treatment,2
LT-0500,Alternative Medicine,3
LT-0500.0300,Acupressure,4
LT-0500.0500,Acupuncture,4
LT-0500.0650,Apitherapy,4
LT-0500.0700,Aromatherapy,4
LT-0500.0750,Autogenic Therapy,4
LT-0500.1000,Biofeedback,4
LT-0500.1550,Colonic Irrigation,4
LT-0500.1600,CranioSacral Therapy,4
LT-0500.1650,Crystal Therapy,4
LT-0500.2000,Feng Shui,4
LT-0500.2900,Guided Imagery,4
LT-0500.3000,Herbal Medicine,4
LT-0500.3100,Holistic Health Care,4
LT-0500.3100-050,Anthroposophically Extended Medicine,5
LT-0500.3100-090,Ayurveda,5
LT-0500.3150,Homeopathic Medicine,4
LT-0500.3300,Iridology,4
LT-0500.5000,Macrobiotic Counseling,4
LT-0500.5100,Magnetic Therapy,4
LT-0500.5200,Massage Therapy,4
LT-0500.5800,Native American Traditional Healing,4
LT-0500.6000,Naturopathy,4
LT-0500.6350,Oxygen Therapies,4
LT-0500.7000,Reflexology,4
LT-0500.8000,Spiritual Healing,4
LT-0500.8000-150,Christian Science Practitioner Services,5
LT-0500.8000-200,Energy Healing,5
LT-0500.8400,Therapeutic Fasting,4
LT-0500.8550,Traditional Chinese Medicine,4
LT-0500.9000,Vitamin Therapy,4
LT-0700,Antivenin Supplies,3
LT-0750,Artificial Organs,3
LT-0800,Blood Transfusions,3
LT-0820,Bloodless Surgery,3
LT-1000,Burn Centers,3
LT-1300,Catheter Care,3
LT-1360,Central Venous Catheters,3
LT-1450,Chelation Therapy,3
LT-1500,Chemotherapy/Radiation Therapy,3
LT-1510,Chiropractic,3
LT-1530,Clinical Trials,3
LT-1530.1500,Clinical Trials Information,4
LT-1530.1550,Clinical Trials Research Projects,4
LT-1550,Cochlear Implants,3
LT-1600,Coma Management,3
LT-1630,Company Care Programs,3
LT-1650,CVP Lines,3
LT-1750,Condition Specific Treatment,3
LT-1750.0500,AIDS/HIV Clinics,4
LT-1750.0550,ALS Clinics,4
LT-1750.0600,Arthritis Treatment Centers,4
LT-1750.0650,Asthma Clinics,4
LT-1750.1500,Cancer Clinics,4
LT-1750.1550,Cleft Lip/Palate Clinics,4
LT-1750.1650,Cystic Fibrosis Clinics,4
LT-1750.1680,Delousing/Body Parasite Treatment,4
LT-1750.1700,Dementia Management,4
LT-1750.1750,Diabetes Management Clinics,4
LT-1750.1750-050,Adult Diabetes Management Clinics,5
LT-1750.1750-250,Geriatric Diabetes Management Clinics,5
LT-1750.1750-700,Pediatric Diabetes Management Clinics,5
LT-1750.2970,Halitosis Clinics,4
LT-1750.3000,Headache Clinics,4
LT-1750.3050,Hospital Based Domestic Violence Programs,4
LT-1750.3500,Incontinence Management Programs,4
LT-1750.3500-100,Bladder Management,5
LT-1750.3500-120,Bowel Management,5
LT-1750.4500,Lyme Disease Clinics,4
LT-1750.4900,Multiple Sclerosis Clinics,4
LT-1750.5000,Muscular Dystrophy Clinics,4
LT-1750.6200,Parkinson's Disease/Movement Disorders Clinics,4
LT-1750.6350,Pediatric Feeding Disorders Programs,4
LT-1750.6500,PMS Clinics,4
LT-1750.6530,Poisoning Treatment,4
LT-1750.7935,Sexual Assault Treatment,4
LT-1750.7950,Sexual Dysfunction Clinics,4
LT-1750.7950-200,Female Sexual Dysfunction Clinics,5
LT-1750.7950-500,Male Sexual Dysfunction Clinics,5
LT-1750.8000,Sexually Transmitted Disease Treatment,4
LT-1750.8050,Sickle Cell Anemia Clinics,4
LT-1750.8100,Sleep Disorders Clinics,4
LT-1750.8200,Spasticity Management Clinics,4
LT-1750.9000,Tuberculosis Clinics,4
LT-1750.9500,Women's Health Centers,4
LT-1750.9550,Wound Clinics,4
LT-1850,Electrolysis,3
LT-1900,Enterostomal Therapy,3
LT-2000,Gene Therapy,3
LT-2600,Hemodialysis,3
LT-2600.1500,Dialysis Centers,4
LT-2600.3000,Home Dialysis,4
LT-2600.3100,Hospital Based Dialysis,4
LT-2800,Home Health Care,3
LT-2800.1900,E-Health Visits,4
LT-2800.3000,Home Health Aide Services,4
LT-2800.3100,Home Nursing,4
LT-2800.3100-250,Geriatric Home Nursing,5
LT-2800.3100-400,Licensed Vocational Home Nursing,5
LT-2800.3100-500,Medical/Surgical Home Nursing,5
LT-2800.3100-580,Oncology Home Nursing,5
LT-2800.3100-600,Pediatric Home Nursing,5
LT-2800.3100-630,Private Duty Home Nursing,5
LT-2800.3100-660,Psychiatric Home Nursing,5
LT-2800.3100-700,Registered Home Nursing,5
LT-2800.3100-730,Rehabilitation/Restorative Home Nursing,5
LT-2800.4500,Long Term Home Health Care,4
LT-2800.9000,Visiting Physician Services,4
LT-3000,Hospice Care,3
LT-3000.3000,Hospice Facilities,4
LT-3000.3300,In Home Hospice Care,4
LT-3000.6000,Perinatal Hospice Programs,4
LT-3200,Hyperbaric Chambers,3
LT-3400,Immunizations,3
LT-3400.0100,Adolescent/Adult Immunizations,4
LT-3400.0100-150,Chickenpox Immunizations,5
LT-3400.0100-250,Hepatitis A Immunizations,5
LT-3400.0100-300,Hepatitis B Immunizations,5
LT-3400.0100-500,Measles/Mumps/Rubella Immunizations,5
LT-3400.0100-650,Pneumococcal Pneumonia Immunizations,5
LT-3400.0100-700,Poliovirus Immunizations,5
LT-3400.0100-800,Shingles Immunizations,5
LT-3400.0100-850,Td/Tdap Immunizations,5
LT-3400.0200,Anthrax Immunizations,4
LT-3400.1500,Childhood Immunizations,4
LT-3400.2000,Flu Vaccines,4
LT-3400.3100,HPV Immunizations,4
LT-3400.5000,Meningitis Immunizations,4
LT-3400.6000,Pre/Post-Exposure Rabies Immunizations,4
LT-3400.8000,Smallpox Vaccinations,4
LT-3400.8500,Travel Immunizations,4
LT-3470,Integrated Physical/Mental Health Services,3
LT-3500,Intravenous Medication,3
LT-3500.3300,IV Antibiotic Therapy,4
LT-3500.3400,IV Pain Management,4
LT-4300,Laser Treatment/Surgery,3
LT-4350,Limb Reimplantation,3
LT-4500,Lithotripsy,3
LT-4990,Medical Marijuana Dispensaries,3
LT-5000,Medical Marijuana Registration Programs,3
LT-6200,Organ Transplants,3
LT-6200.1000,Bone Marrow Transplants,4
LT-6200.1500,Corneal Transplants,4
LT-6200.2900,Hair Transplants,4
LT-6200.3000,Heart Transplants,4
LT-6200.4300,Kidney Transplants,4
LT-6200.4500,Liver Transplants,4
LT-6200.4550,Lung Transplants,4
LT-6400,Outpatient Surgery,3
LT-6500,Pacemakers,3
LT-6600,Pain Management,3
LT-6650,Palliative Care,3
LT-6670,Parish Nursing,3
LT-6700,Peritoneal Dialysis,3
LT-6730,Phototherapy,3
LT-6750,Poisoning Treatment,3
LT-7500,Second Opinion Services,3
LT-8000,Sex Change Operations,3
LT-8200,Sexual Assault Treatment,3
LT-8300,Special Feeding,3
